all > >
parties > >
auhtority <ARG1 <ARG1
to > >
enter < <
into >> >>
direct >ARGM-MNR >ARGM-MNR
access > >
contracts <<ARG1 <<ARG1
.  

The > >
premise >>ARG1 >>ARG1
with > >
which >>R-ARG1 >>R-ARG1
the > >
administartion >>ARG0 >>ARG0
is > >
acting <<< <<<
is  
that  
if >>> >>>
they >ARG0 >ARG0
expeditiously >ARGM-MNR >ARGM-MNR
suspend >>ARGM-ADV >>ARGM-ADV
everyone >ARG1 >ARG0
's < <
right <ARG1 <ARG1
to > >
bilateral > >
contracts <ARG2 <ARG1
quickly <<ARGM-MNR <ARGM-TMP
, >> >>
it >ARG0 >ARG0
sets <<<ARG2 <<<ARG2
up < <
a > >
barrier <ARG1 <ARG1
which >>R-ARG1 >>R-ARG1
the >> >>>
direct >ARGM-MNR >ARGM-MNR
access > >
coalition >ARG0 >ARG0
must >ARGM-MOD >ARGM-MOD
break  
through  <C-ARG1
.  

In > >
other > >
words >>ARGM-ADV >ARGM-ADV
the > >
table >>ARG1 >ARG1
is > >
set  <ARG2
. < <

Deal  
your > >
meal <ARG1 <ARG2
from > >
where >>R-ARGM-LOC <ARGM-DIR
the > >
dishes >>ARG1 >>ARG1
are > >
located <<< <<
.  

I.E. >>ARGM-ADV >>ARGM-DIS
the >> >
Davis >ARG0 >ARG0
Administration >ARG0 <
wants  
to > >
place <ARG1 <ARG1
all > >>
direct > >ARGM-MNR
access > >
advocates <ARG1 <<ARG1
in > >
the > >
position <ARG2 <ARG2
of > >
having < <
to > >
justify < <
why >ARGM-CAU >ARGM-CAU
each > >
and > >
every > >
party >ARG1 >ARG1
should >ARGM-MOD >ARGM-MOD
be > >
the > >
exception <<ARG1 <<<ARG1
to > >
the > >
suspension <ARG1 <ARG1
rather > >
than > >
have  >ARGM-LVB
a >> >>
general >ARGM-ADJ >ARGM-ADJ
rule <ARG1 <ARGM-PRR
concerning  
how >>ARGM-MNR >>ARGM-MNR
direct >ARGM-MNR >ARGM-MNR
access >ARG1 >ARG1
should >ARGM-MOD >ARGM-MOD
work <<ARGM-ADJ <<<ARG1
for > >
all > >
parties <ARG2 <ARG2
.  

It >ARG0 >ARG0
clearly >ARGM-ADV >ARGM-ADV
gives  
the > >
Admin <ARG2 <ARG2
a > >
very > >
strong > >
upper > >
hand <ARG1 <ARG1
to > >
control < <
who >>ARG2 <C-ARG1
when >>ARG2 >>ARGM-TMP
and < <
where < <
direct >ARGM-MNR >ARGM-MNR
access >ARG1 >ARG1
can >ARGM-MOD >ARGM-MOD
occur <<ARG1 
without > >
having <<<ARGM-ADV <<ARGM-ADV
to > >
say < <
that >> >>
they >ARG0 >ARG0
oppose <ARG1 <ARG1
direct >ARGM-MNR >ARGM-MNR
access <ARG1 <ARG1
.  

Power >ARG1 
be  
where >ARG2 >ARG2
power >ARG1 >ARG1
lies <ARG2 <ARG2
.  <<<

you >>ARG0 >>ARG0
are >> >>
n't >ARGM-NEG >ARGM-NEG
going  
in <ARGM-DIR <ARGM-DIR
for > >
the > >
wedding <ARGM-PRP <ARGM-PRP
until > >
sunday <<ARGM-TMP <ARGM-TMP
now <<ARGM-TMP <<ARGM-TMP
?  

I >ARG1 >ARG1
'm > >
in <ARG2 >

Regards  <ARG2
, < <

Kevin  
A.  
Boone  
Accenture  
--  
Houston  
Consultant  
--  
Energy  
(  
Octel  
)  
713.837.1638  
(  
Client  
)  
281.848.1619  
(  
C  
)  
713.306.7940  
(  
H  
)  
713.864.4149  
Kevin.A.Boone@accenture.com  

Our > >
web > >
address >ARG1 >ARG1
is > >
http://www.accenture.com <ARG2 <ARG2

"  >>
Lenhart  >ARGM-DIS
,  
Matthew  
"  >>

you >ARG0 >ARG0
guys < <
want  
to > >
watch <ARG1 <ARG1
the > >
game <ARG1 <ARG1
at > >
woodrow <ARGM-LOC <ARGM-LOC
s < <
tomorrow <ARGM-TMP <ARGM-TMP
?  

there >> >>
will >ARGM-MOD >ARGM-MOD
be  
some > >
girls <ARG1 <ARG1
there <ARGM-LOC <ARGM-LOC
and  
then >ARGM-TMP >ARGM-TMP
we >ARG0 >ARG0
can >ARGM-MOD >ARGM-MOD
get  
them <ARG1 <ARG1
to > >
meet <ARG1 <ARG1
up < <
with > >
us <ARG1 <ARG1
at >> >
that >> >
garden >ARGM-LOC <ARGM-LOC
in < >>
the < >>
heights < >ARGM-ADJ
party <ARGM-LOC <ARGM-ADV
later > <<ARGM-TMP
that > >
night <<ARGM-TMP <<ARGM-TMP
.  

plus >ARGM-DIS >ARGM-DIS
we >ARG1 >ARG1
can >ARGM-MOD >ARGM-MOD
be > >
outside <ARG2 <ARG2
watching <ARGM-PRD <ARGM-ADV
it <ARG1 <ARG1
. <<< <<<

This > >
message >ARG1 >ARG1
is > >
for > >
the > >
designated > >
recipient <ARG2 <ARG2
only < <
and >> >>
may >ARGM-MOD >ARGM-MOD
contain << <<
privileged > >
or > >
confidential > >
information <ARG1 <ARG1
. <<< <<<

If >> >>
you >>ARG0 >>ARG0
have > >
received >>ARGM-ADV >ARGM-ADV
it <ARG1 <ARG1
in > >
error <ARGM-MNR <ARGM-MNR
, >> >>
please >ARGM-DIS >ARGM-DIS
notify  
the > >
sender <ARG1 <ARG1
immediately <ARGM-TMP <ARGM-TMP
and > >
delete <<< <<<
the > >
original <ARG1 <ARG1
.  

Any >> >>
other >ARGM-ADJ >ARGM-ADJ
use >>>ARG1 >>ARG1
of > >
the > >
email <ARG1 <ARG1
by > >
you <<ARG0 <<ARG0
is > >
prohibited  
. < <

just >ARGM-ADV >ARGM-ADV
call  
me <ARG1 <ARG1
on > >
my > >
cell > >
phone <ARGM-MNR <ARGM-MNR
. <<< <<<

i >>ARG0 >>ARG0
am > >
going  
to > >
happy > >
hour <ARG4 <ARG4
after > >
work <ARGM-TMP <
to > >
eat <<ARGM-PRP <ARGM-PRP
and > >
drink < <
.  

what >>ARG2 >>ARG2
do >> >>
you >ARG0 >ARG0
mean  
i >ARG1 >ARG1
am > >
perverted <<ARGM-ADV <<ARG2
? <<< <<<

whatever >ARGM-DIS >ARGM-DIS
, >> >>
you >ARG1 >ARG1
're > >
the > >
perverted > >
old > >
man <ARG2 <ARG2
. < <

you >ARG0 >ARG0
love  
it <ARG1 <ARG1
when >ARGM-TMP >ARGM-TMP
i >ARG1 >ARG1
come <ARGM-TMP <ARGM-TMP
over <ARGM-DIR <ARGM-DIR
.  

i >ARG0 >ARG0
satisfy  
your > >
appetitie <ARG1 <ARG1
for < >
lovin < <
. << <<

Robert  
Bryngelson@AZURIX  

08/16/2000  
12:05  
PM  

I >ARG0 >ARG0
just >ARGM-ADV >ARGM-ADV
wanted  
to > >
send <ARG1 <ARG1
you <ARG2 <ARG2
a > >
quick > >
note <ARG1 <ARG1
to > >
let <ARGM-PRP <ARGM-PRP
you <ARG1 <ARG1
know <ARG1 <ARG1
that >> >>
I >ARG1 >ARG1
'm > >
out <<ARG1 >
ta < >
here < <<ARG1
!  

Today >ARG1 >ARG1
is > >
my > >
last > >
day <ARG2 <ARG2
in < <
the < <
office < <
here < <
at < <
Azurix < <
,  
and  
in > >
the > >
coming > >
months >ARGM-TMP >ARGM-TMP
, >>> >>>
I >ARG1 >ARG0
will >ARGM-MOD >ARGM-MOD
start  
in > >
a > >
new > >
position <C-ARG1 <ARG2
as < <
SVP < <
in < <
the < <
LNG >ARG1 >ARG1
development << <<
group << <<
at << <<
El << 
Paso << <<
Energy << <<
.  

This >ARG1 >ARG1
happened  
very > >
quickly <ARGM-MNR <ARGM-MNR
, >> >>
and >> >>
I >ARG0 >ARG0
wanted <<< <<<
to > >
make <ARG1 <ARG1
sure <ARG1 <ARG1
that >> >>
I >ARG0 >ARG0
let <ARG1 <ARG1
everyone <ARG1 <ARG1
know <ARG1 <ARG1
before >> >>
I >ARG0 >ARG0
left <<ARGM-TMP <<ARGM-TMP
.  

I >>ARG0 >>ARG0
do >> >>
n't >ARGM-NEG >ARGM-NEG
have  
any > >
contact > >
information <ARG1 <ARG1
yet <ARGM-TMP <ARGM-TMP
for > <<
my > >
new > <
job <C-ARG1 <<
,  
but  
if >> >>
you >ARG0 >ARG0
want >>ARGM-ADV >>ARGM-ADV
to > >
reach <ARG1 <ARG1
me <ARG1 <ARG1
, >>> >>>
you >ARG0 >ARG0
can >ARGM-MOD >ARGM-MOD
do  
so <ARG1 <ARG1
at > >
RobBrnglsn@aol.com <ARGM-LOC <ARGM-LOC
or < <
at < <
713-664-7478 < <
.  

I >ARG0 >ARG0
enjoyed  
working <ARG1 <ARG1
with > >
all <ARG3 <ARG3
of < <
you < <
during > >
the > >
past > >
five > >
years <ARGM-TMP <ARGM-TMP
at > >
Enron > <ARGM-LOC
/ > <
Azurix <ARG2 <
, >> >>
and >> >>
I >ARG0 >ARG0
wish  
you <ARG2 <ARG2
all <ARG1 <ARG1
of < <
the < <
best < <
.  

Take >ARGM-LVB >ARGM-LVB
care <ARGM-PRR <ARGM-PRR
. << <<

Rob  
Bryngelson  

PS > 
-- > 
There > >
is  
a > >
happy > >
hour <ARG1 <ARG1
tonight <ARGM-TMP <ARGM-TMP
at > >
Scudeiros <ARGM-LOC <ARGM-LOC
on < <
Dallas < <
Street < <
( < <
just < <
west < <
of < <
the < <
Met < <
Garage < <
) < <
beginning <ARGM-ADV <ARGM-ADV
around > >
5:00 <ARGM-TMP <ARGM-TMP
.  

If >>> >>>
you >ARG0 >ARG0
can >ARGM-MOD >ARGM-MOD
make >ARGM-ADV >ARGM-ADV
it < <
, >> >>
please >ARGM-DIS >ARGM-DIS
come  
! < <

Traci  
Warner@ENRON  
COMMUNICATIONS  
on  
08/16/2000  
03:14:14  
PM  

Steve  
,  
Rod  
and  
Elyse  
-  

Just >ARGM-ADV >ARGM-ADV
wanted  
to > >
confirm <ARG1 <ARG1
our >ARG0 >ARG0
meeting <ARG1 <ARG1
on > >
Tuesday <ARGM-TMP >
Aug < <ARGM-TMP
29th < <
from > >
1:30 <ARGM-TMP <ARGM-TMP
- < <
2:30 < <
to > >
discuss <<ARGM-PRP <ARGM-PRP
U >ARG0 >
of < >
H < >ARG0
's < <
endowment >ARG1 >ARG1
proposal <ARG1 <ARG1
.  

We >ARG0 >ARG0
will >ARGM-MOD >ARGM-MOD
meeting  
Rod > >
's > >
office <ARGM-LOC <ARG1
EB < <
4054 < <

I >ARG0 >ARG0
look  
forward < <
to > >
seeing <ARG1 <ARG1
you <ARG1 <ARG1
all < <
there <ARGM-LOC <ARGM-LOC
.  

Sincerely  
,  

Traci  

Traci  
Warner  
Enron  
Broadband  
Services  
,  
Inc.  
Phone  
(  
713  
)  
853-3242  
Cell  
(  
713  
)  
705-7201  

Kay  
Mann  

04/26/2001  
07:17  
AM  

Will >>ARGM-MOD >>ARGM-MOD
you >>ARG0 >>ARG0
be > >
providing  
an > >
execution > >
version <ARG1 <ARG1
with > >>
questions >ARG1 >ARG1
removed <ARGM-PRD <<
/ > >>
blanks >ARG1 >ARG1
filled < <<
in < <
?  

Please >ARGM-DIS >ARGM-DIS
send  
it <ARG1 <ARG1
directly <ARGM-MNR <ARGM-MNR
to > >
kent.shoemaker@ae.ge.com <ARG2 <ARG2
,  >
copy  <<<
to > >
me <ARG2 <ARG2
.  

Thanks  
, < <

Thanks  
, < <

Kay  

" > >
paulhastings.com >>ARG0 >
" < <
made >ARGM-LVB >ARGM-LVB
the >> >>
following >ARGM-PRD >ARGM-PRD
annotations <ARGM-PRR <ARGM-PRR
on > >
04/25/01 <ARGM-TMP <ARGM-TMP
12:42:55 < <ARGM-TMP

We >>ARG0 >>ARG0
have > >
changed  
our > >
e-mail > >
address <ARG1 <ARG1
. << <<

Our > >
new > >
domain > >
name >ARG1 >ARG1
is > >
paulhastings.com <ARG2 <ARG2
. < <

In > >
most > >
cases >>ARGM-ADV >>ARGM-ADV
, >> >>
our > >
address >>ARG1 >>ARG1
is > >
composed  
of > >
conventional > >
first > >
name <ARG2 <ARG2
and < <
last < <
name < <
plus < <
@paulhastings.com < <
. << <<

Here >ARG2 >ARG2
are < <
two > >
examples <ARG1 <ARG1
: < <<
janesmith@paulhastings.com < <
and < <
danjones@paulhastings.com < <
. < <<

If >> >>
you >>ARG0 >>ARG0
have >ARGM-LVB >ARGM-LVB
any > >
questions <ARGM-PRR <ARGM-PRR
, >> >>
please >ARGM-DIS >ARGM-DIS
contact  
us <ARG1 <ARG1
at > >
noc@paulhastings.com <ARGM-LOC <ARGM-LOC
. <<< <<<

==============================================================================  

" >> >>>
The > >
information >ARG1 >ARG1
transmitted < <
is > >
intended  
only > >
for > >
the > >
person <ARGM-GOL <ARGM-GOL
or < <
entity < <
to > >
which >>R-ARG2 >>R-ARG2
it >>ARG1 >>ARG1
is > >
addressed <<< <<<
and >> >>
may >ARGM-MOD >ARGM-MOD
contain  
confidential > >
and > >
/  >
or  >
privileged > >
material <ARG1 <ARG1
.  

Any > >
review >>>>>>>ARG1 >>>>>ARG1
, > >
retransmission < <
, > >
dissemination < <
or >> >>
other >ARGM-ADJ >ARGM-ADJ
use << <<
of <<<ARG1 <ARG1
, > >
or > >
taking >ARGM-LVB >ARGM-LVB
of > >
any > >
action <ARGM-PRR <ARGM-PRR
in << >
reliance << <<ARGM-MNR
upon > >
,  >
this > >
information <<<<<C-ARG1 <ARG1
by > >
persons <<<<<ARG0 <<ARG0
or < <
entities < <
other < <
than < <
the < <
intended < <
recipient < <
is > >
prohibited  
. < <

If >> >>
you >ARG0 >ARG0
received >>ARGM-ADV >ARGM-ADV
this <ARG1 <ARG1
in > >
error <ARGM-MNR <ARGM-MNR
, >> >>
please >ARGM-DIS >ARGM-DIS
contact  
the > >
sender <ARG1 <ARG1
and > >
delete << <<
the > >
material <ARG1 <ARG1
from > >
all > >
computers <ARG2 <ARG2
.  
"  

==============================================================================  

Attached >ARGM-PRD >ARGM-PRD
please >ARGM-DIS >ARGM-DIS
find  
the >> >
GE >ARG0 >
Guarantee <<ARG1 <<ARG1
in > <
Word > <
format <ARGM-MNR <
.?  <<

Also >>ARGM-DIS >>ARGM-DIS
, >> >>
we >>ARG0 >>ARG0
have > >
attached  
a > >
pdf > >
black > >
- > >
line <ARG1 <<ARG1
of > <
the > <
Guarantee < <
vs < <
the < <
form < <
of > >
guarantee < <
in < <
the < <<
Turbine < <
Contract < <
. << <<

?  <<

Do >> >>
not >ARGM-NEG >ARGM-NEG
hesitate  
to > >
call <ARG1 <ARG1
us <ARG1 <ARG1
with > >
any > >
questions <ARGM-PRP <ARGM-ADV
.  

?  

Best >ARGM-ADJ >ARGM-ADJ
regards  
. < <

?  <

______________________  

John  
Staikos  
Direct  >ARGM-ADJ
Dial  
:?  
203.961.7523  
Direct  
Fax  
:?  
203.674.7723  
E-mail  
:?  
johnstaikos@paulhastings.com  

?  

-  
47K202!.DOC  

Sean  
Boyle  

08/17/2000  
11:21  
AM  

I >ARG0 >ARG0
spoke  
to > >
Bruce <ARG2 <ARG2
Garcey < <
at < <
NiMo < <
regarding > >
their > >
RFP <ARG1 <ARG1
. <<< <<<

Bruce >ARG0 >ARG0
indicated  
NiMo >ARG0 >ARG0
short >ARGM-ADV >ARGM-MNR
listed <ARG1 <ARG1
five > >
companies <ARG1 <ARG1
who >R-ARG0 >R-ARG0
all >R-ARG0 >ARGM-ADV
bid <<< <<<
higher <ARGM-ADJ <ARGM-EXT
than < <
ENA < <
.  

However >ARGM-DIS >ARGM-DIS
, >>> >>>
he >ARG0 >ARG0
also >ARGM-DIS >ARGM-ADV
mentioned  
we >ARG1 >ARG1
were > >
a > >
close > >
sixth <<ARG1 <<ARG1
, < <
that >R-ARG1 >R-ARG1
is > >
close <ARG2 <ARG2
to >> >>>
the >> >>>
fifth > >ARGM-ADJ
highest >ARGM-ADJ >ARGM-ADJ
bid <ARG2 <ARG2
.  

He >>ARG0 >>ARG0
gave >ARGM-LVB >ARGM-LVB
no >ARGM-NEG >ARGM-NEG
indication <ARGM-PRR <ARGM-PRR
on > >
the > >
value <ARG1 <ARG1
of >> >>
the >> >>
highest >ARGM-ADJ >ARGM-ADJ
bid << <<
.  

He >ARG0 >ARG0
also >ARGM-DIS >ARGM-ADV
said  
that >>> >>>
the > >
other > >
five > >
companies >ARG0 >ARG0
making < <
the > >
short > <ARG1
list <ARG1 <<ARG1
all << >
proposed <<ARG1 >
alternative > >
structures <ARG1 <ARG1
to < <
the < <
proposed < <
NiMo < <
Tier < <
Structure < <
.  

NiMo >ARG0 >ARG0
released  
an > >
additional > >
RFP <ARG1 <ARG1
for > >>
peaking < >ARGM-ADJ
supplies <ARG1 <<
for > >
this > >
winter <<ARGM-PRP <<ARGM-TMP
,  
I >ARG0 >ARG0
believe  
Phil >ARG0 >>ARG0
should >ARGM-MOD >
have <ARG1 <ARG1
or > >
be > >
getting < <
that > >
RFP <<<ARG1 <<ARG1
.  

Phil  >>ARGM-DIS
if  >
you >>ARG0 >
could >>ARGM-MOD >>ARGM-ADV
please >>ARGM-DIS >>ARGM-DIS
make >ARGM-LVB >ARGM-LVB
copies <ARGM-PRR <ARGM-PRR
and > >
distribute << <<
ASAP <ARGM-TMP <ARGM-TMP
. <<< <<<

Thanks  
, < <

Sean  

Here >ARGM-ADV >ARG2
you >ARG1 >ARG1
go  <<
. < <<

If >> >>
you >>ARG0 >>ARG0
have >ARGM-LVB >ARGM-LVB
any >> >>
other >ARGM-ADJ >ARGM-ADJ
questions <ARGM-PRR <ARGM-PRR
, >> >>
please >ARGM-DIS >ARGM-DIS
let  
me <ARG1 <ARG1
know <ARG1 <ARG1
. <<< <<<

Scott  
Neal  

08/16/2000  
03:48  
PM  

John  
Griffith@ENRON  

08/15/2000  
06:23  
PM  

SOblander@carrfut.com  
on  
08/15/2000  
06:03:48  
PM  

The > >
information >ARG1 >ARG1
contained < <
herein <ARG0 <ARG0
is > >
based  >
on > >
sources <ARG2 <ARG2
that >>R-ARG1 >>R-ARG1
we >ARG0 >ARG0
believe <<< <<<
to > >
be > >
reliable <<ARG2 <<ARG1
, >>> >>>
but >>> >>>
we >>ARG0 >>ARG0
do >> >>
not >ARGM-NEG >ARGM-NEG
represent  
that >> >>
it >ARG1 >ARG1
is > >
accurate <<ARG1 <<ARG1
or < >
complete < <
.  

Nothing >ARG1 >ARG1
contained < <
herein <ARG0 <ARG0
should >>ARGM-MOD >>ARGM-MOD
be > >
considered  
as > >
an > >
offer <ARGM-PRD <ARG2
to > >
sell <ARG1 <ARG1
or > >
a > >
solicitation << <<
of > >
an > >
offer <ARG1 <ARG1
to > >
buy <ARG1 <ARG1
any > >
financial > >
instruments <ARG1 <ARG1
discussed < <
herein <ARGM-LOC <ARGM-LOC
.  

Any > >
opinions >ARG1 >ARG1
expressed < <
herein <ARGM-LOC <ARGM-LOC
are >> >>
solely <ARGM-ADV >
those <ARG2 <ARG2
of < <
the < <
author < <
. < <

As > >
such >ARGM-DIS >ARGM-ADV
, >>> >>>
they >ARG1 >ARG1
may >ARGM-MOD >ARGM-MOD
differ  
in >> >>
material >ARG1 >ARGM-ADJ
respects <ARG3 <ARGM-ADV
from > >
those <<ARG2 <<ARG2
of < <
, > >
or > >
expressed < <<<
or > >
published < <
by <<ARG0 <ARG0
on < >
behalf < <ARGM-CAU
of < <
Carr < <
Futures < <
or  <
its  <
officers < <
,  <
directors  <
,  <
employees  <
or  <
affiliates  <
.  
,  

2000  
Carr  
Futures  

The > >
charts >ARG1 >ARG1
are >> >>
now <ARGM-TMP <ARGM-TMP
in > >
the > >
most > >
recent > >
version <ARG2 <ARG2
of < <
Adobe < <
Acrobat < <
4.0 < <
and >>> >>>
they >ARG1 >ARG0
should >ARGM-MOD >ARGM-MOD
print <<< <<<
clearly <ARGM-MNR <ARGM-MNR
from > >
Adobe > >
Acrobat > >
Reader > <ARGM-DIR
3.0 <ARGM-MNR <
or < <
higher < <
.  

Adobe > >
Acrobat > >
Reader >>ARG1 >>ARG1
4.0 < <
may >>ARGM-MOD >>ARGM-MOD
be > >
downloaded  
for > >
FREE <ARGM-MNR <ARGM-ADV
from > >
www.adobe.com <ARGM-DIR <ARG2
. <<< <<<

( > >
See  
attached > >
file <ARG1 <ARG1
: < <
UnleadedStocks.pdf < <
) << <<
( > <<
See << <<
attached > >
file <ARG1 <ARG1
: < <
CrudeStocks.pdf < <
) << <<
( > <<
See <<< <<
attached > >
file <ARG1 <ARG1
: < <
HeatingOilStocks.pdf < <
) << <<
( > <<<
See  <<<
attached > >
file <ARG1 <ARG1
: < <
PADDIIstocksCL.pdf < <
) << <<
( > <<<
See  <<<
attached > >
file <ARG1 <ARG1
: < <
PADDIstocksHO.pdf < <
) << <<
( > <<<
See  <<<
attached > >
file <ARG1 <ARG1
: < <
PADDIstocksHU.pdf < <
) << <<
( > <<<
See  <<<
attached > >
file <ARG1 <ARG1
: < <
API.pdf < <
) << <<

-  
UnleadedStocks.pdf  

-  
CrudeStocks.pdf  

-  
HeatingOilStocks.pdf  

-  
PADDIIstocksCL.pdf  

-  
PADDIstocksHO.pdf  

-  
PADDIstocksHU.pdf  

-  
API.pdf  

Marlene  
Hilliard  

10/08/99  
08:52  
AM  

On > >
or > >
about > >
September >>>>ARGM-TMP >>>ARGM-TMP
23 < <
, < <
1999 < <
a > >
request >>>ARG1 >>ARG1
for > >
service <ARG1 <ARG1
was > >
placed  
by >> >
the >> >
above >ARGM-LOC >
referenced > >
counterparty <<ARG0 <<ARG0
. <<< <<

The > >
request >ARG1 >ARG1
was  >>>
for  >>>
a  
Intrastate >>ARG0 >ARGM-LOC
Gas >ARG1 >ARG1
Transportation >ARG1 >ARG1
Agreement <<ARG2 <ARG2
and >>> >>>
311 >>> <
Gas >ARG1 >ARG1
Transportation >ARG1 >ARG1
Agreement <<< <<<
. <<< 

These > >
agreements >>ARG1 >>ARG1
were > >
forwarded  
to > >
the > >
counterparty <ARG2 <ARG2
, < <
CCNG < <
, < <
Inc. < <
. << <<

On > >
or > >
about > >
October >ARGM-TMP >ARGM-TMP
6 < <
, < <
1999 < <
, < >>
Kelly > >ARG0
Cloud >ARG0 <
, < <
Senior < <
Vice < <
President < <
of < <
CCNG < <
, < <
Inc. < <
( < <
713 < <
) < <
235-1972 < <
, > >
called  
and > >
informed < <
me <ARG1 <ARG1
that >>> >>>
the > >
counterparty >ARG1 >ARG1
should >ARGM-MOD >ARGM-MOD
be > >
CCGM > <<ARG2
, > <
L.P. <<ARG2 <
.  <

Further >ARGM-DIS >ARGM-ADV
, >> >>
she >ARG0 >ARG0
informed  
me <ARG1 <ARG1
that  
Section >>ARG1 >>ARG1
7 < <
of > >
the > >
agreement < <
, < <
which >R-ARG1 >R-ARG1
reads << <<
in > >
part <ARGM-ADV <ARGM-ADV
: << <<
Gas >ARG1 >ARG1
is > >
free <<ARG3 <ARG2
from > >
liens <ARG2 <ARG2
and >> >>
adverse >ARGM-ADJ >ARGM-ADJ
claims << <<
of > >
every > >
kind <ARGM-ADJ <ARGM-ADJ
, >> >>
should >>ARGM-MOD >>ARGM-MOD
be > >
changed <<<<<<<ARG2 
because  
the > >
gas >>ARG1 >>ARG1
that >>R-ARG1 >>R-ARG1
the > >
counterparty >>ARG0 >>ARG0
will >>ARGM-MOD >>ARGM-MOD
be > >
transporting  <<<
on > >
HPL <ARGM-MNR <ARGM-LOC
may <<<ARGM-CAU <<ARGM-CAU
and > >
/ > >
or > >
is < >
subject <ARG2 <<<ARGM-CAU
to < >
liens < <
.  

She >>ARG1 >>ARG1
was > >
instructed  
to > >
destroy <ARG2 <ARG2
the > >
agreement <ARG1 <ARG1
and >>> >>>
another >>ARG1 >>ARG1
would >>ARGM-MOD >>ARGM-MOD
be > >
forwarded  
to > >
her <ARG2 <ARG2
with >> >>
the >> >>
necessary >ARGM-ADJ >ARGM-ADJ
corrections <ARGM-ADV <ARGM-MNR
and > >
re-wording < <
of > >
Section <ARG1 <ARG1
7 < <
.  

Attached >ARGM-PRD >ARGM-PRD
find  
the > >
agreements <<ARG1 <<ARG1
for >> >>
the >> >>
necessary >ARGM-ADJ >ARGM-ADJ
changes <ARG1 <ARG1
in > >
Section <ARG1 <ARG1
7 < <
.  

Kelly  >>ARG0

Cloud >>ARG0 <
has > >
instructed  
me <ARG1 <ARG1
to > >
call <ARG2 <ARG2
with >> >>
any >> >>
further >ARGM-ADJ >ARGM-ADJ
questions <ARGM-PRP <ARGM-ADV
.  

Thanks  
. < <

Marlene  
D.  
Hilliard  

Ginny >ARGM-DIS 
, >> 
Please >ARGM-DIS >ARGM-DIS
see  
the > >
attached > >
guaranty <ARG1 <ARG1
. << <<

A > >
clean > >
and > >
redlined > >
version <ARG1 >>ARG1
are > >
attached  
. < <

I >ARG0 >ARG0
revised  
the > >
language <ARG1 <ARG1
based >> >>
on >> >>
our >ARG0 >ARG0
discussions <ARGM-ADV <ARGM-ADV
and > >
added  
the > >
language <ARG1 <ARG1
concerning < >
interest < <
which >>R-ARG1 >>R-ARG1
we >>ARG0 >>ARG0
had >> >>>
both >> >ARGM-ADV
previously >ARGM-TMP >ARGM-TMP
approved  
.  

We >ARG1 >ARG1
are > >
OK <ARG2 <ARG2
to > >
execute < <
this > >
form <ARG1 <ARG1
. << <<

Let  
me <ARG1 <ARG1
know <ARG1 <ARG1
if > >
acceptable <ARG1 <ARG1
and >>> >>>
I >ARG0 >ARG0
will >ARGM-MOD >ARGM-MOD
go  
ahead <ARG2 <ARG2
and > >
execute << <<
.  

Thanks  
. < <

"  
Townsend  
,  
George  
"  
<  
gtownsend@manorisd.net  
>  

03/27/2001  
09:11  
AM  

Puto  
,  

What >>ARG1 >>ARG1
's > >
going  
on < <
dude <ARGM-DIS <ARGM-DIS
? << <<

Antigua >ARG1 >ARG1
was > >
awesome <ARG2 <ARG2
. < <

I >ARG0 >ARG0
survived  
it <ARG1 <ARG1
without > >
a > >
problem <ARGM-MNR <ARGM-MNR
. <<< <<<

Heather >ARG1 >ARG1
moving >>ARG1 >>ARG1
in <ARGM-DIR <ARGM-DIR
has > >
been > >
a > >
different > >
story <ARG2 <ARG2
. < <

I >>ARG0 >>ARG0
did >> >>
n't >ARGM-NEG >ARGM-NEG
realize  
how > >
much > >
" > >
stuff >ARG2 >ARG1
" < <
you >ARG0 >ARG0
could >ARGM-MOD >ARGM-MOD
pack <ARG1 <ARG1
into > >
a > >
one > >
bedroom > >
apartment <ARG1 <ARG2
.  

How >ARG2 >ARG2
is < <
your > >
love > >
life <ARG1 <ARG1
. << <<

The > >
gal >>ARG1 >>ARG1
from > >
the > >
wedding < <
was >> >>
pretty >ARGM-EXT >ARGM-EXT
hot <ARG2 <ARG2
. < <

Are >>> >>>
you >ARG0 >ARG0
still >ARGM-TMP >ARGM-TMP
chasing  
that <ARG1 <ARG1
? << <<

Let  
s <ARG1 <ARG1
get <ARG1 <ARG1
together < <
soon <ARGM-TMP <ARGM-TMP
.  

Our > >
extra > >
bedroom >ARG1 >ARG1
is > >
nicer <ARG2 <ARG2
now <<ARGM-TMP <ARGM-TMP
. << <<

My > >
old > >
bed >>ARG1 >>ARG1
got > >
tossed  
in > >
a > >
dumpster <ARGM-LOC <ARG2
. << <<

It >ARG1 >ARG1
smelled  
like > >
shit <ARG2 <ARG2
. << <<

Talk  
to > >
you <ARG2 <ARG2
later <ARGM-TMP <ARGM-TMP

GT  <<<

How >>ARGM-MNR >>ARGM-MNR
is >> >>
it >ARG1 >ARG1
going  
? < <

Did >> >>
you >ARG0 >ARG0
survive  
the > >
honeymoon <ARG1 <ARG1
? << <<

These >ARG0 >ARG0
